sample	unit	fq1	fq2	parhap
2x_LOP868_043	SRR6123119	SRR6123119.fastq.gz	NaN	haploid
2x_LOP868_042	SRR6123118	SRR6123118.fastq.gz	NaN	haploid
2x_LOP868_027	SRR6123117	SRR6123117.fastq.gz	NaN	haploid
2x_LOP868_026	SRR6123116	SRR6123116.fastq.gz	NaN	haploid
2x_LOP868_029	SRR6123115	SRR6123115.fastq.gz	NaN	haploid
2x_LOP868_028	SRR6123114	SRR6123114.fastq.gz	NaN	haploid
2x_LOP868_034	SRR6123113	SRR6123113.fastq.gz	NaN	haploid
2x_LOP868_030	SRR6123112	SRR6123112.fastq.gz	NaN	haploid
2x_LOP868_041	SRR6123111	SRR6123111.fastq.gz	NaN	haploid
2x_LOP868_037	SRR6123110	SRR6123110.fastq.gz	NaN	haploid
2x_LOP868_363	SRR6123109	SRR6123109.fastq.gz	NaN	haploid
2x_LOP868_361	SRR6123108	SRR6123108.fastq.gz	NaN	haploid
2x_LOP868_305	SRR6123107	SRR6123107.fastq.gz	NaN	haploid
2x_LOP868_304	SRR6123106	SRR6123106.fastq.gz	NaN	haploid
2x_LOP868_308	SRR6123105	SRR6123105.fastq.gz	NaN	haploid
2x_LOP868_306	SRR6123104	SRR6123104.fastq.gz	NaN	haploid
2x_LOP868_311	SRR6123103	SRR6123103.fastq.gz	NaN	haploid
2x_LOP868_309	SRR6123102	SRR6123102.fastq.gz	NaN	haploid
2x_LOP868_349	SRR6123101	SRR6123101.fastq.gz	NaN	haploid
2x_LOP868_313	SRR6123100	SRR6123100.fastq.gz	NaN	haploid
2x_LOP868_1192	SRR6123099	SRR6123099.fastq.gz	NaN	haploid
2x_LOP868_1192	SRR6123095	SRR6123095.fastq.gz	NaN	haploid
2x_LOP868_1180	SRR6123094	SRR6123094.fastq.gz	NaN	haploid
2x_LOP868_1180	SRR6123098	SRR6123098.fastq.gz	NaN	haploid
2x_LOP868_1196	SRR6123097	SRR6123097.fastq.gz	NaN	haploid
2x_LOP868_1160	SRR6123096	SRR6123096.fastq.gz	NaN	haploid
2x_LOP868_1190	SRR6123091	SRR6123091.fastq.gz	NaN	haploid
2x_LOP868_1190	SRR6123093	SRR6123093.fastq.gz	NaN	haploid
2x_LOP868_1157	SRR6123092	SRR6123092.fastq.gz	NaN	haploid
2x_LOP868_1157	SRR6123090	SRR6123090.fastq.gz	NaN	haploid
2x_LOP868_065	SRR6123088	SRR6123088.fastq.gz	NaN	haploid
2x_LOP868_072	SRR6123087	SRR6123087.fastq.gz	NaN	haploid
2x_LOP868_046	SRR6123086	SRR6123086.fastq.gz	NaN	haploid
2x_LOP868_044	SRR6123084	SRR6123084.fastq.gz	NaN	haploid
2x_LOP868_048	SRR6123085	SRR6123085.fastq.gz	NaN	haploid
2x_LOP868_045	SRR6123083	SRR6123083.fastq.gz	NaN	haploid
2x_LOP868_062	SRR6123082	SRR6123082.fastq.gz	NaN	haploid
2x_LOP868_064	SRR6123081	SRR6123081.fastq.gz	NaN	haploid
2x_LOP868_058	SRR6123080	SRR6123080.fastq.gz	NaN	haploid
2x_LOP868_060	SRR6123079	SRR6123079.fastq.gz	NaN	haploid
2x_LOP868_450	SRR6123078	SRR6123078.fastq.gz	NaN	haploid
2x_LOP868_452	SRR6123077	SRR6123077.fastq.gz	NaN	haploid
2x_LOP868_454	SRR6123076	SRR6123076.fastq.gz	NaN	haploid
2x_LOP868_456	SRR6123075	SRR6123075.fastq.gz	NaN	haploid
2x_LOP868_433	SRR6123074	SRR6123074.fastq.gz	NaN	haploid
2x_LOP868_435	SRR6123073	SRR6123073.fastq.gz	NaN	haploid
2x_LOP868_439	SRR6123072	SRR6123072.fastq.gz	NaN	haploid
2x_LOP868_449	SRR6123071	SRR6123071.fastq.gz	NaN	haploid
2x_LOP868_459	SRR6123070	SRR6123070.fastq.gz	NaN	haploid
2x_LOP868_460	SRR6123069	SRR6123069.fastq.gz	NaN	haploid
2x_LOP868_493	SRR6123068	SRR6123068.fastq.gz	NaN	haploid
2x_LOP868_494	SRR6123067	SRR6123067.fastq.gz	NaN	haploid
2x_LOP868_487	SRR6123066	SRR6123066.fastq.gz	NaN	haploid
2x_LOP868_488	SRR6123065	SRR6123065.fastq.gz	NaN	haploid
2x_LOP868_483	SRR6123064	SRR6123064.fastq.gz	NaN	haploid
2x_LOP868_485	SRR6123063	SRR6123063.fastq.gz	NaN	haploid
2x_LOP868_479	SRR6123062	SRR6123062.fastq.gz	NaN	haploid
2x_LOP868_499	SRR6123059	SRR6123059.fastq.gz	NaN	haploid
2x_LOP868_497	SRR6123060	SRR6123060.fastq.gz	NaN	haploid
2x_LOP868_480	SRR6123061	SRR6123061.fastq.gz	NaN	haploid
2x_LOP868_415	SRR6123057	SRR6123057.fastq.gz	NaN	haploid
2x_LOP868_417	SRR6123058	SRR6123058.fastq.gz	NaN	haploid
2x_LOP868_414	SRR6123056	SRR6123056.fastq.gz	NaN	haploid
2x_LOP868_407	SRR6123055	SRR6123055.fastq.gz	NaN	haploid
2x_LOP868_428	SRR6123054	SRR6123054.fastq.gz	NaN	haploid
2x_LOP868_425	SRR6123053	SRR6123053.fastq.gz	NaN	haploid
2x_LOP868_421	SRR6123052	SRR6123052.fastq.gz	NaN	haploid
2x_LOP868_420	SRR6123051	SRR6123051.fastq.gz	NaN	haploid
2x_LOP868_272	SRR6123050	SRR6123050.fastq.gz	NaN	haploid
2x_LOP868_270	SRR6123049	SRR6123049.fastq.gz	NaN	haploid
2x_LOP868_430	SRR6123048	SRR6123048.fastq.gz	NaN	haploid
2x_LOP868_429	SRR6123047	SRR6123047.fastq.gz	NaN	haploid
2x_LOP868_267	SRR6123046	SRR6123046.fastq.gz	NaN	haploid
2x_LOP868_259	SRR6123044	SRR6123044.fastq.gz	NaN	haploid
2x_LOP868_262	SRR6123045	SRR6123045.fastq.gz	NaN	haploid
2x_LOP868_258	SRR6123043	SRR6123043.fastq.gz	NaN	haploid
2x_LOP868_467	SRR6123042	SRR6123042.fastq.gz	NaN	haploid
2x_LOP868_466	SRR6123041	SRR6123041.fastq.gz	NaN	haploid
2x_LOP868_473	SRR6123040	SRR6123040.fastq.gz	NaN	haploid
2x_LOP868_469	SRR6123039	SRR6123039.fastq.gz	NaN	haploid
2x_LOP868_463	SRR6123038	SRR6123038.fastq.gz	NaN	haploid
2x_LOP868_461	SRR6123037	SRR6123037.fastq.gz	NaN	haploid
2x_LOP868_465	SRR6123036	SRR6123036.fastq.gz	NaN	haploid
2x_LOP868_464	SRR6123035	SRR6123035.fastq.gz	NaN	haploid
2x_LOP868_477	SRR6123034	SRR6123034.fastq.gz	NaN	haploid
2x_LOP868_474	SRR6123033	SRR6123033.fastq.gz	NaN	haploid
4x_LOP868	SRR6123032	SRR6123032_1.fastq.gz	NaN	mother
2x_PL_4	SRR6123031	SRR6123031_1.fastq.gz	NaN	inducer
2x_LOP868_004	SRR6123030	SRR6123030.fastq.gz	NaN	haploid
2x_LOP868_005	SRR6123029	SRR6123029.fastq.gz	NaN	haploid
2x_LOP868_006	SRR6123028	SRR6123028.fastq.gz	NaN	haploid
2x_LOP868_011	SRR6123027	SRR6123027.fastq.gz	NaN	haploid
2x_LOP868_012	SRR6123026	SRR6123026.fastq.gz	NaN	haploid
2x_LOP868_015	SRR6123025	SRR6123025.fastq.gz	NaN	haploid
2x_LOP868_016	SRR6123024	SRR6123024.fastq.gz	NaN	haploid
2x_LOP868_025	SRR6123023	SRR6123023.fastq.gz	NaN	haploid
2x_LOP868_295	SRR6123022	SRR6123022.fastq.gz	NaN	haploid
2x_LOP868_299	SRR6123021	SRR6123021.fastq.gz	NaN	haploid
2x_LOP868_278	SRR6123020	SRR6123020.fastq.gz	NaN	haploid
2x_LOP868_279	SRR6123019	SRR6123019.fastq.gz	NaN	haploid
2x_LOP868_292	SRR6123014	SRR6123014.fastq.gz	NaN	haploid
2x_LOP868_293	SRR6123013	SRR6123013.fastq.gz	NaN	haploid
